Topology,Iteration,TrainLoss,TestLoss,Gap,ConsErr
ring,100,5.815861701965332,6.338606173706054,0.5227444717407224,11.625603248316661
ring,110,6.380764007568359,6.9559740234375,0.5752100158691409,11.88957539745759
ring,120,6.945799350738525,7.573507341003418,0.6277079902648923,12.08533034118137
ring,130,7.510862827301025,8.19107177734375,0.680208950042724,12.230976566925452
ring,140,8.075911521911621,8.80860286102295,0.7326913391113283,12.339917569182541
ring,150,8.640924453735352,9.42607063293457,0.7851461791992183,12.421929214624479
ring,160,9.205912590026855,10.04348314819336,0.8375705581665045,12.48407447044511
ring,170,9.770883560180664,10.660853324890137,0.8899697647094733,12.531412519805867
ring,180,10.335856437683105,11.27820397644043,0.9423475387573248,12.56759828623472
ring,190,10.90084457397461,11.89555662841797,0.9947120544433599,12.595312785883833
ring,200,11.465866088867188,12.512934185791016,1.0470680969238284,12.616558414472497
ring,210,12.030920028686523,13.130339553833007,1.0994195251464838,12.632870256279917
ring,220,12.596012115478516,13.747784686279298,1.151772570800782,12.64542571769194
ring,230,13.161142349243164,14.365269018554688,1.204126669311524,12.655129647039512
ring,240,13.726313591003418,14.982794970703125,1.2564813796997072,12.66266091357779
ring,250,14.291518211364746,15.600358386230468,1.308840174865722,12.668563716683437
ring,260,14.856755256652832,16.217957635498045,1.3612023788452134,12.67324083226098
ring,270,15.42202377319336,16.835588525390627,1.4135647521972672,12.677003607879005
ring,280,15.98731517791748,17.453246615600587,1.465931437683107,12.68007972055209
ring,290,16.55262565612793,18.070924740600585,1.5182990844726554,12.68265291463474
ring,300,17.117958068847656,18.688624572753906,1.5706665039062493,12.684835890890039
ring,310,17.683300018310547,19.306338415527343,1.6230383972167957,12.686738230309874
ring,320,18.248655319213867,19.92406393432617,1.6754086151123033,12.68842769159255
ring,330,18.81402015686035,20.541798529052734,1.7277783721923825,12.68996275779502
ring,340,19.379390716552734,21.15953829956055,1.780147583007814,12.691390652933979
ring,350,19.944759368896484,21.777279193115234,1.8325198242187497,12.692730236228272
ring,360,20.5101318359375,22.39501870727539,1.8848868713378906,12.69400952565183
ring,370,21.075496673583984,23.01275050048828,1.9372538269042963,12.695237896895566
ring,380,21.64085578918457,23.630476809692382,1.989621020507812,12.696437002244648
ring,390,22.20621109008789,24.248195404052733,2.041984313964843,12.697605219540014
ring,400,22.77155876159668,24.86590368652344,2.0943449249267587,12.698752441748983
ring,410,23.33689308166504,25.483600341796876,2.146707260131837,12.699891943500933
ring,420,23.9022216796875,26.101280725097656,2.1990590454101557,12.70101634765886
ring,430,24.467529296875,26.718941070556642,2.2514117736816424,12.702140421112286
ring,440,25.032821655273438,27.336584509277344,2.3037628540039066,12.703254113231077
ring,450,25.598094940185547,27.95420321044922,2.3561082702636718,12.704352469812562
ring,460,26.163352966308594,28.57180360107422,2.408450634765625,12.70545406928927
ring,470,26.728593826293945,29.189381262207032,2.460787435913087,12.706545517491804
ring,480,27.29381561279297,29.806936157226563,2.513120544433594,12.707642716965367
ring,490,27.859012603759766,30.424464025878905,2.565451422119139,12.708741567679667
ring,499,28.367671966552734,30.980212884521485,2.612540917968751,12.709725088341596
lazy_complete,0,0.6502403020858765,0.6401339056968689,-0.010106396389007566,0.3743186927644509
lazy_complete,10,0.5780850052833557,0.5621686876296997,-0.015916317653655976,0.12129354391359777
lazy_complete,20,0.5305466055870056,0.5101343197822571,-0.02041228580474852,0.048230375981800834
lazy_complete,30,0.4981423020362854,0.4741511547088623,-0.02399114732742308,0.0251474046472032
lazy_complete,40,0.47545066475868225,0.44856236710548403,-0.026888297653198223,0.016897999913592292
lazy_complete,50,0.45932790637016296,0.43007530198097227,-0.029252604389190695,0.013507214712227933
lazy_complete,60,0.44782644510269165,0.41663548531532285,-0.0311909597873688,0.011917204766841317
lazy_complete,70,0.43967682123184204,0.4068923459529877,-0.032784475278854364,0.011095806661888205
lazy_complete,80,0.4340192973613739,0.3999227636814117,-0.03409653367996218,0.010651365016920131
lazy_complete,90,0.43025365471839905,0.3950763677597046,-0.03517728695869443,0.010414602168863718
lazy_complete,100,0.4279492199420929,0.39188232817649843,-0.036066891765594467,0.010302645197030705
lazy_complete,110,0.4267899990081787,0.38999226417541505,-0.03679773483276366,0.010270451448982554
lazy_complete,120,0.4265391528606415,0.38914285011291505,-0.03739630274772643,0.01029152827919815
lazy_complete,130,0.4270160496234894,0.38913188419342043,-0.03788416543006895,0.010349384240070758
lazy_complete,140,0.42808085680007935,0.3898014078140259,-0.038279448986053455,0.010433206530687227
lazy_complete,150,0.4296233654022217,0.39102645769119265,-0.03859690771102903,0.010535704792865632
lazy_complete,160,0.43155637383461,0.3927071717739105,-0.03884920206069947,0.010651759016617607
lazy_complete,170,0.4338095784187317,0.39476281113624573,-0.03904676728248596,0.010777670149665828
lazy_complete,180,0.43632593750953674,0.39712761611938474,-0.039198321390152,0.010910680251659722
lazy_complete,190,0.43905916810035706,0.39974771928787234,-0.03931144881248472,0.011048700854039254
lazy_complete,200,0.4419708251953125,0.4025784111022949,-0.03939241409301758,0.011190167465084513
lazy_complete,210,0.44502928853034973,0.40558276348114014,-0.03944652504920959,0.011333797538502919
lazy_complete,220,0.4482082724571228,0.4087299196243286,-0.03947835283279422,0.011478607322324485
lazy_complete,230,0.4514857828617096,0.4119940723419189,-0.03949171051979067,0.011623815120767633
lazy_complete,240,0.45484352111816406,0.41535359711647035,-0.03948992400169371,0.011768778806475635
lazy_complete,250,0.45826590061187744,0.4187902089118958,-0.03947569169998166,0.011913001245754524
lazy_complete,260,0.4617399573326111,0.4222884620666504,-0.0394514952659607,0.012056104159363808
lazy_complete,270,0.4652547836303711,0.42583551645278933,-0.03941926717758176,0.01219771531290425
lazy_complete,280,0.4688011705875397,0.42942045555114744,-0.03938071503639223,0.012337599837840354
lazy_complete,290,0.47237104177474976,0.43303378853797914,-0.03933725323677062,0.012475576786714284
lazy_complete,300,0.47595804929733276,0.4366678042411804,-0.03929024505615236,0.012611483384364195
lazy_complete,310,0.4795563519001007,0.4403157420158386,-0.03924060988426209,0.012745208902185449
lazy_complete,320,0.4831613004207611,0.44397204337120055,-0.039189257049560555,0.012876658276230978
lazy_complete,330,0.48676881194114685,0.44763189525604247,-0.039136916685104384,0.013005797288627089
lazy_complete,340,0.4903756082057953,0.4512913749217987,-0.03908423328399657,0.013132581008131755
lazy_complete,350,0.4939787685871124,0.4549469786643982,-0.03903178992271422,0.01325700433217961
lazy_complete,360,0.4975757896900177,0.4585959356307983,-0.03897985405921939,0.013379028908397594
lazy_complete,370,0.5011648535728455,0.4622358675956726,-0.03892898597717287,0.013498696858290402
lazy_complete,380,0.5047439932823181,0.4658647662639618,-0.03887922701835633,0.01361602812383671
lazy_complete,390,0.5083122849464417,0.46948110361099243,-0.038831181335449216,0.01373105475914987
lazy_complete,400,0.5118679404258728,0.47308313999176027,-0.03878480043411253,0.01384377693994086
lazy_complete,410,0.5154102444648743,0.4766699928760529,-0.038740251588821384,0.013954272233939732
lazy_complete,420,0.518938422203064,0.48024073972702025,-0.038697682476043715,0.014062545772905014
lazy_complete,430,0.5224519968032837,0.4837946887016296,-0.038657308101654075,0.014168719923710155
lazy_complete,440,0.5259503126144409,0.4873311913490295,-0.038619121265411394,0.014272784975684991
lazy_complete,450,0.5294328927993774,0.49084976072311404,-0.038583132076263404,0.014374784559910689
lazy_complete,460,0.5328995585441589,0.49435013732910155,-0.03854942121505739,0.014474768121087426
lazy_complete,470,0.5363500714302063,0.49783205404281616,-0.038518017387390135,0.014572824700131983
lazy_complete,480,0.5397841334342957,0.5012951631546021,-0.03848897027969356,0.014668937555025668
lazy_complete,490,0.5432019233703613,0.5047397345542908,-0.03846218881607055,0.014763269451403247
lazy_complete,499,0.5462638735771179,0.5078238570213318,-0.038440016555786105,0.014846591416616994
